,FPR@threshold=0.7,TPR@threshold=0.7
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,1.0,1.0
7,1.0,1.0
8,1.0,1.0
9,1.0,1.0
10,1.0,1.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.01470588233131488,0.09956709952399694
16,0.10344827574316291,0.30039525679826273
17,0.11304347816257089,0.2051282050530666
18,0.039548022576526544,0.25599999989760003
19,0.056179775249337205,0.33333333322545844
20,0.07490636701314368,0.3359073357776419
21,0.037671232863811216,0.2721088434448609
22,0.08219178079939951,0.3307692306420118
23,0.05501618121196887,0.30965909082111953
24,0.11815561956249117,0.3916913945425248
25,0.09226190473444586,0.2772277227036565
26,0.15363881397476042,0.3553921567756392
27,0.12925170065096334,0.40575916219744523
28,0.07456140349242074,0.3701923076033191
29,0.08518518516941016,0.28609625660799565
30,0.10805860803881712,0.3666666665793651
31,0.06165703274341869,0.23456790118630289
32,0.11692844675097236,0.2582644627565569
33,0.13080168774531623,0.34554973812943723
34,0.1294498381667557,0.2982456139769502
35,0.12648809521927262,0.33928571421839565
36,0.10914454275676334,0.3499999999351852
37,0.11624834872968978,0.3578732105607621
38,0.10904255317698902,0.3271375464075953
39,0.10371318820695094,0.3116634798639267
40,0.14619883039225745,0.4213836477104017
41,0.1120381406302696,0.3071161048114015
42,0.16113744073920172,0.31107205618434586
43,0.18609206658314476,0.3188073393764203
44,0.14346895073410398,0.3363309351913074
45,0.16486751715752038,0.32464929853213437
46,0.1552419354682216,0.3848857644314788
47,0.1323132313112229,0.3132295719234962
48,0.16958525344059122,0.32987910184285335
49,0.18858131486257945,0.3897058822813041
50,0.14572864320387532,0.29798903102413365
51,0.18856121535401596,0.32677760963286273
52,0.18196856905029207,0.33726812810501383
53,0.21341463412775133,0.34048640910722655
54,0.2371294851609103,0.3766666666038889
55,0.20127287190125115,0.34370370365278463
56,0.20136260407256906,0.40490797539802026
57,0.25894134475973235,0.38071895418615703
58,0.2133044106859505,0.34970238090034195
59,0.18627450979087712,0.3469696969171258
