,Adaptive-Threshold,Precision,Recall,F1-score
0,0.3430611973466832,0.8260869547258979,0.5277777770447531,0.6440677479459961
1,0.3372074325360721,0.9612403093323719,0.8794326234897641,0.9185184679369026
2,0.31489588070982566,0.8323353288429131,0.8910256404544707,0.8606810640761466
3,0.32992703232439563,0.7811158794930834,0.9381443294133277,0.8524589664112704
4,0.3479488752021671,0.8157894733775227,0.9393939389872754,0.8732393865162837
5,0.35926067426761843,0.754838709433923,0.9249011854051774,0.8312610514605558
6,0.3574538911138779,0.747875353895786,0.9670329666787424,0.8434504297803415
7,0.3611912185948201,0.6019656018176989,0.979999999608,0.7458142600863231
8,0.3615372934656216,0.6594827584785597,0.9902912618154397,0.7917205210163887
9,0.3615948153796688,0.5089463219664122,0.9884169880353602,0.6719159654490561
10,0.578775158789811,0.7359154926986212,0.7108843534996991,0.7231833407681935
11,0.36408924983310037,0.4247491638085704,0.9769230765473372,0.5920745496959946
12,0.3647597575145365,0.5325914148596834,0.9517045451841748,0.6829765083834476
13,0.6164053827099588,0.6827794559870757,0.6706231452015955,0.676646656388275
14,0.5665412192850262,0.6618257260037705,0.789603960200593,0.7200902436786972
15,0.36193987684543844,0.5407209612095166,0.9926470585802335,0.7000863846457167
16,0.6223437208797924,0.6478149098591736,0.6596858637016528,0.6536964478890289
17,0.5848853137076823,0.665198237738943,0.7259615382870285,0.6942528234990126
18,0.612748086239292,0.590570719456434,0.6363636361934856,0.6126125625245804
19,0.605769184456831,0.5893617020022635,0.65952380936678,0.6224718601302904
20,0.35102418726072526,0.49434737918865906,0.9897119339527342,0.6593556785784278
21,0.5912899649708059,0.6014492752533607,0.6859504130814151,0.6409265910183249
22,0.6263270702215313,0.5184381777617271,0.6256544500979961,0.5670224888573727
23,0.3502925936877644,0.4598737601028067,0.994152046589834,0.6288532242442493
24,0.6217446898795576,0.5898366605100115,0.6448412697133251,0.6161136940582687
25,0.34846177005073004,0.44573322282968236,0.996296296111797,0.6159129509214452
26,0.6451749727546386,0.5737704916857027,0.5725971368972194,0.5731831638028851
27,0.6040436633666717,0.5804953559472917,0.697026022175274,0.6334458962549686
28,0.3496326091605589,0.4032382420660572,0.9999999998087955,0.5747252337050506
29,0.6672147489001071,0.574944071459744,0.5387840669730012,0.5562770062093614
30,0.35111141032593923,0.3916238059962069,0.9981273406370549,0.5625329409937303
31,0.3534985721774006,0.4062947066948287,0.9982425305802738,0.5775291911559571
32,0.5855062501093082,0.35180995471133375,0.7133027521299764,0.47121207690014183
33,0.6180386119207107,0.4906914892964506,0.6636690646288366,0.564220134522678
34,0.35154396230720925,0.33221701270380327,0.9939879757527078,0.4979919302713392
35,0.6600286704149039,0.5329949237676828,0.5536028118534969,0.5431033982002126
36,0.5982063316605564,0.3887640449001389,0.6731517508417993,0.4928774463932966
37,0.3524528247169459,0.3491484184702464,0.9913644212450149,0.5164192146908935
38,0.6218781220741749,0.41394825642137817,0.676470588110943,0.5136077685975473
39,0.352837195010307,0.31688914681852065,0.9981718462526195,0.48105723209948076
40,0.3517988419111299,0.3716562321928482,0.9878971254178673,0.5401157584081987
41,0.606758062525268,0.397859922140286,0.6897133219747533,0.5046267271349516
42,0.35444720997769874,0.3810572687014836,0.989985693706726,0.5502981705546314
43,0.3562013672222344,0.32188841199989865,0.9999999998333334,0.48701295013124324
44,0.3567695918924029,0.3507853402957704,0.9925925924455419,0.518375203151947
45,0.6453988513453356,0.458241758191402,0.6395705520491457,0.5339308091702629
46,0.5580076066297741,0.3410290237242065,0.8447712416920309,0.4859022146166967
47,0.3564960075984509,0.3313550939499824,0.9970238093754429,0.4974015957779117
48,0.3572047938908983,0.3175903614304776,0.998484848333563,0.481901243055713
