,FPR@threshold=0.5,TPR@threshold=0.5
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,1.0,1.0
7,1.0,1.0
8,1.0,1.0
9,1.0,1.0
10,1.0,1.0
11,0.0,0.0
12,0.0,0.0
13,0.06249999986979166,0.0
14,0.43636363557024793,0.0
15,0.26470588196366784,0.09956709952399694
16,0.6666666659003831,0.30039525679826273
17,0.41739130398487717,0.2051282050530666
18,0.5423728810495069,0.25599999989760003
19,0.5786516850681732,0.33333333322545844
20,0.7003745315728934,0.3359073357776419
21,0.5616438354240946,0.2721088434448609
22,0.7095890409014824,0.3307692306420118
23,0.7055016178946596,0.30965909082111953
24,0.6657060516813527,0.3916913945425248
25,0.7113095235978245,0.2772277227036565
26,0.6873315362028756,0.3553921567756392
27,0.6757369612980187,0.40575916219744523
28,0.627192982318598,0.3701923076033191
29,0.6555555554341564,0.28609625660799565
30,0.6721611720380658,0.3666666665793651
31,0.6859344892705329,0.23456790118630289
32,0.6945898777147314,0.2582644627565569
33,0.6722925456157114,0.34554973812943723
34,0.739482200527592,0.2982456139769502
35,0.7604166665535095,0.33928571421839565
36,0.7610619467904038,0.3499999999351852
37,0.7648612944828453,0.3578732105607621
38,0.7234042552229516,0.3271375464075953
39,0.8040973110366073,0.3116634798639267
40,0.766081871255429,0.4213836477104017
41,0.7759237186202713,0.3071161048114015
42,0.8222748814191618,0.31107205618434586
43,0.7904015670136727,0.3188073393764203
44,0.7687366166200497,0.3363309351913074
45,0.8047105004117066,0.32464929853213437
46,0.8256048386264512,0.3848857644314788
47,0.8163816380903346,0.3132295719234962
48,0.8165898616758903,0.32987910184285335
49,0.8391003459481746,0.3897058822813041
50,0.798157453869501,0.29798903102413365
51,0.8275245754398994,0.32677760963286273
52,0.8345740280533851,0.33726812810501383
53,0.810975609685455,0.34048640910722655
54,0.836973478873871,0.3766666666038889
55,0.8233890214142092,0.34370370365278463
56,0.833459500315408,0.40490797539802026
57,0.8447782545890716,0.38071895418615703
58,0.8286334055799975,0.34970238090034195
59,0.8571428570828331,0.3469696969171258
