,FPR@threshold=0.7,TPR@threshold=0.7
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,1.0,1.0
6,1.0,1.0
7,1.0,1.0
8,1.0,1.0
9,1.0,1.0
10,0.16666666388888893,0.7529411755847751
11,0.4999999916666668,0.8461538454306378
12,0.5384615343195267,0.835714285117347
13,0.6315789440443214,0.8353658531491672
14,0.51515151359045,0.8429319367314493
15,0.5681818168904958,0.8744394614912828
16,0.5945945929875822,0.8082706763878681
17,0.606557376054824,0.8880308876880189
18,0.5507246368830078,0.8292682923939831
19,0.6956521731568999,0.8648648645726807
20,0.7128712864228998,0.866873064747098
21,0.7118644061763861,0.8233438483207116
22,0.5932203384803217,0.8547945203137549
23,0.6315789468935497,0.8304668302627846
24,0.6554054049625639,0.8103044494589451
25,0.5882352937331796,0.8215859029027344
26,0.6437499995976562,0.8428874732817648
27,0.6033519549701944,0.819875776227769
28,0.6192893397871628,0.8525252523530251
29,0.5869565214201323,0.864661653972808
30,0.6666666663622527,0.8352272725690858
31,0.6249999996875,0.8208695650746314
32,0.6380952377913832,0.8430717861697711
33,0.6294820714623578,0.8431372547641933
34,0.6213991766990127,0.8328075708465603
35,0.6370967739366545,0.8445121949932146
36,0.6626984124354371,0.8162650601180325
37,0.6071428569019275,0.8321479372927244
38,0.6579925648111551,0.8511821973781388
39,0.6525096522577182,0.8425302825245585
40,0.6546762587573106,0.8283870966673049
41,0.608695651953371,0.8223844281237975
42,0.6290322578616024,0.8261904760921203
43,0.6355140184936093,0.8104886768998226
44,0.637982195656385,0.8117647057868512
45,0.6177370028691935,0.8210290826822115
46,0.6868131866245019,0.813063062971502
47,0.6639118455471317,0.8179848319807167
48,0.6475409834296336,0.8229166665809462
49,0.6509900988487648,0.7941176469754079
50,0.6459770113457524,0.8057022174439596
51,0.6471910110905188,0.8253807105761035
52,0.6348837207825851,0.8344627298320946
53,0.65789473669783,0.8203883494349137
54,0.6651884699190269,0.8249534449883655
55,0.6710526314317866,0.8467087465422264
56,0.6283367555177953,0.8172817280992545
57,0.6568627449692426,0.8360360359607174
58,0.6466165412318391,0.8263579696503688
59,0.6165137613547682,0.8356401383360172
60,0.640287769669013,0.8303946262946771
61,0.6306306305170035,0.8296658516031241
62,0.6493955093869783,0.828061638213458
63,0.6717171716040881,0.8385043754305087
64,0.6572379366626893,0.8293250581203006
65,0.6571428570385488,0.8315467074401571
66,0.6446540879489538,0.8464944648821775
67,0.6591639870322887,0.8231534090324465
68,0.6609642300682793,0.8294409058153261
69,0.6484848483865933,0.850035536542286
70,0.6260744984776397,0.8524590163326828
71,0.6362297495381105,0.8517501715269903
72,0.6554149084872835,0.8496240600923018
73,0.6615168538396746,0.8504359489704604
74,0.6580459769169474,0.8406270410946683
75,0.6699164344470869,0.8357050452240812
76,0.6583442837505461,0.8491803278131684
77,0.6732542818612314,0.8220230473225337
78,0.6586294415407831,0.8314249363338788
79,0.6784313724603358,0.8351851851336305
80,0.6613691930731823,0.8474046278394368
81,0.6707021790955566,0.8558052433922718
82,0.6718192627025186,0.8509705697651239
83,0.6783132529303237,0.8519637461720867
84,0.6808755759584245,0.8313180168783967
85,0.6635838149521869,0.8342120679066073
86,0.6709451574479645,0.8498858447003489
87,0.6703176340996366,0.8510028652807448
88,0.6820128478927181,0.8320135746135738
89,0.6723585911769094,0.8416062464672835
90,0.6962283383592021,0.8391451068144462
91,0.6670146137090799,0.8469442941672826
92,0.6710130390500488,0.8457418317704476
93,0.6739345886348925,0.847699629780661
94,0.7034068135567729,0.8380208332896864
95,0.6928499495777594,0.8357215966818975
96,0.6983184964690091,0.844018172597475
97,0.678899082506523,0.8216132367724088
98,0.7224334600073732,0.8461152881781395
99,0.6886446885816259,0.8456510809026822
100,0.685102586914799,0.8417122946320701
101,0.6840247130905538,0.8568627450560361
102,0.6938588450326435,0.8471698112807939
103,0.6942731276921345,0.8436018956946161
104,0.6991596638067933,0.852082336005166
105,0.7004149377012103,0.8575498575091383
106,0.7139282735017574,0.8567454797933822
107,0.7068239258039744,0.8469202898167156
