,FPR@threshold=0.5,TPR@threshold=0.5
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,1.0,1.0
6,1.0,1.0
7,1.0,1.0
8,1.0,1.0
9,1.0,1.0
10,0.8333333194444447,0.7529411755847751
11,0.8333333194444447,0.8461538454306378
12,0.9230769159763315,0.835714285117347
13,0.9999999947368421,0.8353658531491672
14,0.9090909063360881,0.8429319367314493
15,0.9772727250516529,0.8744394614912828
16,0.9729729703433163,0.8082706763878681
17,0.9836065557645794,0.8880308876880189
18,0.9710144913463559,0.8292682923939831
19,0.9782608685018904,0.8648648645726807
20,0.9900990089206941,0.866873064747098
21,0.9152542365124965,0.8233438483207116
22,0.9491525415685148,0.8547945203137549
23,0.9398496233534965,0.8304668302627846
24,0.9662162155633675,0.8103044494589451
25,0.967320260805673,0.8215859029027344
26,0.9687499993945313,0.8428874732817648
27,0.983240222914391,0.819875776227769
28,0.969543146715968,0.8525252523530251
29,0.961956521216328,0.864661653972808
30,0.9634703191947624,0.8352272725690858
31,0.969999999515,0.8208695650746314
32,0.9714285709659864,0.8430717861697711
33,0.9681274896541325,0.8431372547641933
34,0.9794238679097022,0.8328075708465603
35,0.9758064512194329,0.8445121949932146
36,0.976190475803099,0.8162650601180325
37,0.960317459936382,0.8321479372927244
38,0.9851301111579441,0.8511821973781388
39,0.980694980316334,0.8425302825245585
40,0.9856115104368303,0.8283870966673049
41,0.989130434424228,0.8223844281237975
42,0.9806451609739854,0.8261904760921203
43,0.9813084109092497,0.8104886768998226
44,0.9910979225545703,0.8117647057868512
45,0.9847094798211897,0.8210290826822115
46,0.9890109887392826,0.813063062971502
47,0.9917355369168772,0.8179848319807167
48,0.9863387975447161,0.8229166665809462
49,0.9851485146076364,0.7941176469754079
50,0.9954022986217466,0.8057022174439596
51,0.993258426743088,0.8253807105761035
52,0.9883720927934018,0.8344627298320946
53,0.9978070173250423,0.8203883494349137
54,0.9889135252796201,0.8249534449883655
55,0.9890350875024045,0.8467087465422264
56,0.9917864474349514,0.8172817280992545
57,0.9921568625505575,0.8360360359607174
58,0.9924812028209622,0.8263579696503688
59,0.9871559631216228,0.8356401383360172
60,0.9910071940663657,0.8303946262946771
61,0.9927927926139113,0.8296658516031241
62,0.9896373055285601,0.828061638213458
63,0.9882154880491221,0.8385043754305087
64,0.9933444257914569,0.8293250581203006
65,0.995238095080121,0.8315467074401571
66,0.9905660375800998,0.8464944648821775
67,0.996784565756144,0.8231534090324465
68,0.9875583202196644,0.8294409058153261
69,0.9909090907589532,0.850035536542286
70,0.9971346703442501,0.8524590163326828
71,0.9955817377031544,0.8517501715269903
72,0.9957805905772461,0.8496240600923018
73,0.9943820223322498,0.8504359489704604
74,0.997126436638344,0.8406270410946683
75,0.9902506962409122,0.8357050452240812
76,0.9908015767423388,0.8491803278131684
77,0.9960474306988081,0.8220230473225337
78,0.9923857866760932,0.8314249363338788
79,0.99477124170003,0.8351851851336305
80,0.9938875304408451,0.8474046278394368
81,0.9891041161030141,0.8558052433922718
82,0.9940546966713372,0.8509705697651239
83,0.995180722771665,0.8519637461720867
84,0.9930875574892757,0.8313180168783967
85,0.9919075143361957,0.8342120679066073
86,0.9941656941663751,0.8498858447003489
87,0.9956188388832838,0.8510028652807448
88,0.9925053532127939,0.8320135746135738
89,0.9957310564572326,0.8416062464672835
90,0.9959225279310987,0.8391451068144462
91,0.9947807932155761,0.8469442941672826
92,0.9929789367108346,0.8457418317704476
93,0.9980178393460835,0.847699629780661
94,0.9929859718443902,0.8380208332896864
95,0.993957703827396,0.8357215966818975
96,0.9950544014841688,0.844018172597475
97,0.9972477063305276,0.8216132367724088
98,0.996197718536483,0.8461152881781395
99,0.9945054944144225,0.8456510809026822
100,0.9919714539703861,0.8417122946320701
101,0.9955869372466384,0.8568627450560361
102,0.993583867919928,0.8471698112807939
103,0.99559471356867,0.8436018956946161
104,0.9966386553784337,0.852082336005166
105,0.9950207468053924,0.8575498575091383
106,0.9949958297752296,0.8567454797933822
107,0.9983150799495942,0.8469202898167156
