,FPR@threshold=0.3,TPR@threshold=0.3
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,1.0,1.0
7,1.0,1.0
8,1.0,1.0
9,1.0,1.0
10,1.0,1.0
11,0.7857142801020409,0.6944444434799383
12,0.5333333297777778,0.9078014177958855
13,0.6041666654079861,0.8974358968606181
14,0.9272727255867769,0.9690721644489318
15,0.8235294105536333,0.9653679649500572
16,0.9195402288281147,0.9723320154259557
17,0.8782608688015123,0.9890109886487138
18,0.966101694369434,0.9999999996000001
19,0.943820224188865,0.9967637537227301
20,0.9550561794175819,0.9961389957543864
21,0.9554794517275754,0.9965986391168031
22,0.9780821915128541,0.99615384577071
23,0.9741100320472135,0.9829545451752969
24,0.9798270890548048,0.9940652816041349
25,0.9672619044740292,0.9975247522283354
26,0.9730458218401493,0.9950980389717896
27,0.9795918365125642,0.9973821986917847
28,0.9868421050467451,0.9999999997596153
29,0.9574074072301098,0.9946524061511623
30,0.981684981505186,0.9999999997619047
31,0.9768786125285398,0.9938271602893359
32,0.9895287956388258,0.9999999997933884
33,0.9901547115344368,0.9973821986917847
34,0.9919093849527655,0.9999999998050683
35,0.9910714284239478,0.9940476188503873
36,0.9955752210920981,0.9999999998148149
37,0.9933949800537127,0.999999999795501
38,0.9973404253992899,0.9981412637549923
39,0.9948783609481591,0.9999999998087955
40,0.9894736840947984,0.9999999997903564
41,0.9976162096546346,0.9999999998127341
42,0.9952606633891872,0.9999999998242531
43,0.995102840255132,0.9977064217895169
44,0.9957173446471395,0.999999999820144
45,0.9950932285578908,0.9959919837683382
46,0.995967741835084,0.9999999998242531
47,0.9963996398743113,0.9999999998054475
48,0.9981566819356537,0.9999999998272885
49,0.995674740398298,0.9999999998161765
50,0.997487437102388,0.9999999998171847
51,0.9964253797143497,0.9999999998487141
52,0.9991728700579674,0.999999999831366
53,0.9921602786592194,0.9985693846926225
54,0.9976599063184352,0.9999999998333334
55,0.9968178201275403,0.9985185183705899
56,0.9984859953824007,0.9999999998466258
57,0.995708154435214,0.9999999998366014
58,0.9956616051340809,0.9985119046133167
59,0.9978991595939846,0.9999999998484849
