,Fixed-Threshold=0.7,Precision@threshold=0.7,Recall@threshold=0.7,F1-score@threshold=0.7
0,0.7,0.9999999981481481,0.8307692294911243,0.9075629741120004
1,0.7,0.9846153831005918,0.7529411755847751,0.8533332830844472
2,0.7,0.9705882343425606,0.8461538454306378,0.9041095384499933
3,0.7,0.9435483863358481,0.835714285117347,0.8863635858758063
4,0.7,0.9194630866312329,0.8353658531491672,0.8753993105778387
5,0.7,0.904494381514329,0.8429319367314493,0.8726286758763551
6,0.7,0.8863636359607439,0.8744394614912828,0.88036112341974
7,0.7,0.9071729953978174,0.8082706763878681,0.8548707251742061
8,0.7,0.8614232206511523,0.8880308876880189,0.8745246645079472
9,0.7,0.8623188402672757,0.8292682923939831,0.8454706424363294
10,0.7,0.7999999997499999,0.8648648645726807,0.8311687809748722
11,0.7,0.795454545228564,0.866873064747098,0.8296295794761072
12,0.7,0.756521738911153,0.8233438483207116,0.788519587313463
13,0.7,0.8167539264877607,0.8547945203137549,0.8353413152640936
14,0.7,0.8009478671087801,0.8304668302627846,0.8154402393250724
15,0.7,0.7810383745415262,0.8103044494589451,0.7954022486846377
16,0.7,0.8056155505819405,0.8215859029027344,0.8135223053344763
17,0.7,0.7939999998412,0.8428874732817648,0.8177136470955366
18,0.7,0.78571428555839,0.819875776227769,0.802431560802287
19,0.7,0.7757352939750487,0.8525252523530251,0.8123194879721685
20,0.7,0.8098591547869967,0.864661653972808,0.836363586265127
21,0.7,0.7512776830065967,0.8352272725690858,0.7910313401326421
22,0.7,0.7906197653617053,0.8208695650746314,0.8054607007334129
23,0.7,0.790297339469437,0.8430717861697711,0.815831936996331
24,0.7,0.7655786349012496,0.8431372547641933,0.8024882859167668
25,0.7,0.7776141383243573,0.8328075708465603,0.8042649918250301
26,0.7,0.7780898875311671,0.8445121949932146,0.8099414704332133
27,0.7,0.7644569815564941,0.8162650601180325,0.7895119674186785
28,0.7,0.7926829267218587,0.8321479372927244,0.8119361053644152
29,0.7,0.7756653991412338,0.8511821973781388,0.8116710375332474
30,0.7,0.787421383548752,0.8425302825245585,0.8140441632152812
31,0.7,0.7791262134976789,0.8283870966673049,0.8030018261191262
32,0.7,0.8009478672036792,0.8223844281237975,0.8115245597552376
33,0.7,0.7806524183598816,0.8261904760921203,0.8027761211445248
34,0.7,0.7692307691437522,0.8104886768998226,0.7893209017706936
35,0.7,0.7624309391422729,0.8117647057868512,0.7863247362842866
36,0.7,0.7841880341042534,0.8210290826822115,0.8021857422883962
37,0.7,0.7427983538330455,0.813063062971502,0.7763440360400079
38,0.7,0.7580321284379486,0.8179848319807167,0.7868681104906101
39,0.7,0.7692307691558684,0.8229166665809462,0.7951685458499907
40,0.7,0.7419038272088416,0.7941176469754079,0.767123237651171
41,0.7,0.7308429118073905,0.8057022174439596,0.766448970634357
42,0.7,0.7384196184615422,0.8253807105761035,0.779482212783625
43,0.7,0.7594713655718527,0.8344627298320946,0.7952029020668407
44,0.7,0.7379912663110925,0.8203883494349137,0.7770114443212081
45,0.7,0.7470489038155945,0.8249534449883655,0.7840707465135907
46,0.7,0.7542168674092998,0.8467087465422264,0.7977909441517894
47,0.7,0.7479406918659027,0.8172817280992545,0.7810752188481475
48,0.7,0.734758511422426,0.8360360359607174,0.7821322720972681
49,0.7,0.7295597483703176,0.8263579696503688,0.7749477580620059
50,0.7,0.7419354838139834,0.8356401383360172,0.7860048321303543
51,0.7,0.7353159850754412,0.8303946262946771,0.7799684043815461
52,0.7,0.7441520467292286,0.8296658516031241,0.7845856918983254
53,0.7,0.7308518252876984,0.828061638213458,0.7764258056486896
54,0.7,0.7253957329163526,0.8385043754305087,0.7778597288019257
55,0.7,0.7301912567807246,0.8293250581203006,0.7766072875956769
56,0.7,0.7239999999517333,0.8315467074401571,0.7740555453370747
